accuracy,loss,val_accuracy,val_loss
0.34802547097206116,1.806088924407959,0.36428284645080566,2.3055591583251953
0.46875,1.6423639059066772,0.5,1.403849482536316
0.4630126655101776,1.4786498546600342,0.5254406929016113,1.3791000843048096
0.4375,1.4191486835479736,0.6875,0.8968842029571533
0.5175824761390686,1.3541576862335205,0.49208733439445496,1.456822395324707
0.5,1.4528952836990356,0.4375,1.5230140686035156
0.5524871945381165,1.2622729539871216,0.49969953298568726,1.544769525527954
0.59375,1.208498477935791,0.6875,0.7198347449302673
0.5809636116027832,1.1943960189819336,0.6480368375778198,1.0362894535064697
0.578125,1.2768468856811523,0.875,0.4321621060371399
0.6005687117576599,1.1403522491455078,0.6253004670143127,1.183556318283081
0.65625,1.0715041160583496,0.4375,1.1947908401489258
0.620113730430603,1.086465835571289,0.5890424847602844,1.2673174142837524
0.734375,0.7768763899803162,0.5625,1.6347765922546387
0.6339715123176575,1.052119493484497,0.5323517918586731,1.6053270101547241
0.546875,1.117560625076294,0.5,1.73970365524292
0.6430431008338928,1.028264045715332,0.6943109035491943,0.9244400262832642
0.640625,1.0046641826629639,0.8125,0.5004248023033142
0.654457688331604,1.002455472946167,0.7095352411270142,0.8442591428756714
0.59375,1.1066532135009766,0.75,0.5643197298049927
0.660165011882782,0.9766278266906738,0.6033653616905212,1.2466446161270142
0.625,1.1152153015136719,0.4375,1.0675369501113892
0.6699975728988647,0.9529086351394653,0.725661039352417,0.8150556683540344
0.65625,0.8387293815612793,0.9375,0.1541794240474701
0.678328275680542,0.9402541518211365,0.6895031929016113,0.9153991937637329
0.71875,0.9130116105079651,0.875,0.5829581618309021
0.6836350560188293,0.9175512790679932,0.7562099099159241,0.7288699150085449
0.65625,0.8707377910614014,0.875,0.4446650743484497
0.6905839443206787,0.898529052734375,0.6036658883094788,1.3885324001312256
0.671875,0.9435908198356628,0.6875,1.4851486682891846
0.6918255090713501,0.8907679319381714,0.7162460088729858,0.8628811240196228
0.703125,0.8580912947654724,0.8125,0.39521533250808716
0.6984339952468872,0.8795498609542847,0.7089343070983887,0.8553774952888489
0.765625,0.955213189125061,0.75,0.6689877510070801
0.7059235572814941,0.8565579652786255,0.7455929517745972,0.7630265355110168
0.703125,0.8375541567802429,0.6875,1.3055756092071533
0.7062239646911621,0.8549078106880188,0.7729367017745972,0.6505424380302429
0.734375,0.8002103567123413,0.875,0.3501996695995331
0.7092278003692627,0.8429706692695618,0.7418870329856873,0.8160074353218079
0.703125,0.7745658755302429,0.6875,0.8670080900192261
0.7106696367263794,0.8378205299377441,0.7314703464508057,0.7989628911018372
0.71875,0.7385340929031372,0.4375,1.1268322467803955
0.7161766886711121,0.8215067386627197,0.7726362347602844,0.6637101173400879
0.671875,0.7930092811584473,0.8125,0.41004955768585205
0.7199215292930603,0.8148740530014038,0.7213541865348816,0.8520695567131042
