accuracy,loss,val_accuracy,val_loss
0.3561600148677826,1.74729323387146,0.5049999952316284,1.349810004234314
0.4798400104045868,1.4422821998596191,0.5796999931335449,1.2091227769851685
0.5279800295829773,1.31070077419281,0.6175000071525574,1.1074587106704712
0.5592399835586548,1.2276599407196045,0.6305000185966492,1.0391675233840942
0.5846199989318848,1.163816213607788,0.6420999765396118,1.0320223569869995
0.6010800004005432,1.1194158792495728,0.6460000276565552,1.0329209566116333
0.6140199899673462,1.0779739618301392,0.6753000020980835,0.9420900344848633
0.6287400126457214,1.038906216621399,0.6766999959945679,0.9496573209762573
0.6428200006484985,1.0000131130218506,0.6848999857902527,0.9013627767562866
0.6528800129890442,0.9710566997528076,0.6850000023841858,0.9048238396644592
0.6639599800109863,0.9430652856826782,0.6985999941825867,0.8781191110610962
0.6700199842453003,0.9212044477462769,0.7010999917984009,0.87887042760849
0.6825600266456604,0.890538215637207,0.6919000148773193,0.8864668011665344
0.6942999958992004,0.8504745364189148,0.7067000269889832,0.8571031093597412
0.6987599730491638,0.8362889885902405,0.7010999917984009,0.8814470767974854
0.7090200185775757,0.8099843263626099,0.7099999785423279,0.8599416017532349
0.7155799865722656,0.7939442992210388,0.7161999940872192,0.8470568656921387
0.7190799713134766,0.7782021164894104,0.7139999866485596,0.8603111505508423
0.7266799807548523,0.7513011693954468,0.7164000272750854,0.852920413017273
0.7303599715232849,0.7351238131523132,0.7145000100135803,0.8714853525161743
0.7410600185394287,0.716246485710144,0.7157999873161316,0.8620720505714417
0.7470600008964539,0.6941549777984619,0.7153000235557556,0.8926353454589844
0.7503600120544434,0.682056725025177,0.7228999733924866,0.8474475741386414
0.7556999921798706,0.6641632318496704,0.7202000021934509,0.8777586221694946
0.7612400054931641,0.6487823128700256,0.7221999764442444,0.8704206943511963
0.7638999819755554,0.6375542283058167,0.7127000093460083,0.9214081764221191
0.7699800133705139,0.6269779205322266,0.7218000292778015,0.8723483681678772
0.7759400010108948,0.6068540811538696,0.7188000082969666,0.9195609092712402
0.775600016117096,0.6009595990180969,0.7106999754905701,0.9281458854675293
0.7854800224304199,0.5775473713874817,0.722100019454956,0.9375399351119995
0.7848600149154663,0.5731649994850159,0.7172999978065491,0.9335278272628784
0.790120005607605,0.5560290813446045,0.7142999768257141,0.9621853232383728
0.7946400046348572,0.5494888424873352,0.715399980545044,0.9536895751953125
0.7986800074577332,0.5377817749977112,0.722100019454956,0.9863012433052063
0.800819993019104,0.529705286026001,0.722100019454956,0.9883366227149963
0.8017200231552124,0.525947093963623,0.7232000231742859,0.9545808434486389
0.8089799880981445,0.5089303255081177,0.7103999853134155,1.0522772073745728
0.8112000226974487,0.5038081407546997,0.7168999910354614,1.0362541675567627
0.8145599961280823,0.49182119965553284,0.7171000242233276,1.00173020362854
0.8165000081062317,0.488749623298645,0.7174999713897705,1.0148341655731201
0.8190199732780457,0.4774750769138336,0.7195000052452087,1.0502378940582275
0.8210399746894836,0.46856191754341125,0.7200999855995178,1.0592490434646606
0.820360004901886,0.4642898142337799,0.7196000218391418,1.107822060585022
0.8245400190353394,0.4542342722415924,0.7213000059127808,1.083059310913086
0.827239990234375,0.4515684247016907,0.7167999744415283,1.1215120553970337
